agent,distinct_IP
Dalvik/2.1.0 (Linux; U; Android 11; SM-A525F Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-A725F Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-F415F Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-G770F Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-G780F Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-G781U Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-G970F Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-G975F Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-G975N Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-G975U1 Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-G986N Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-G988U Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-G991B Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-G996U Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-G998B Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-G998N Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-G998W Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-M015G Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-M025F Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-N770F Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-N971N Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-N975F Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-N975U1 Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-N976V Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-N986B Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-N986U1 Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-P610 Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-P615 Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-T500 Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-T860 Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-T870 Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; V2026 Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; V2030 Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; V2031 Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; V2033 Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; V2036 Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; V2037 Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; vivo 1904 Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; vivo 1907 Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; vivo 1917 Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; vivo 1920 Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 5.1.1; A37f Build/LMY47V),1
Dalvik/2.1.0 (Linux; U; Android 5.1.1; HUAWEI SCL-U31 Build/HuaweiSCL-U31),1
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-J200G Build/LMY47X),1
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-J200H Build/LMY48B),1
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-J3119S Build/LMY47X),1
Dalvik/2.1.0 (Linux; U; Android 6.0; GIONEE P7 Build/MRA58K),1
Dalvik/2.1.0 (Linux; U; Android 6.0; HUAWEI VNS-L31 Build/HUAWEIVNS-L31),1
Dalvik/2.1.0 (Linux; U; Android 6.0; i6 Metal HD Build/MRA58K),1
Dalvik/2.1.0 (Linux; U; Android 6.0; Infinix HOT 4 Build/MRA58K),1
Dalvik/2.1.0 (Linux; U; Android 6.0; Lenovo K50a40 Build/MRA58K),1
Dalvik/2.1.0 (Linux; U; Android 6.0; QMobile X700 PRO II Build/MRA58K),1
Dalvik/2.1.0 (Linux; U; Android 6.0; TECNO-W5 Build/MRA58K),1
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Lenovo K33a42 Build/MMB29M),1
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Redmi 4 MIUI/V8.5.2.0.MAMMIED),1
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G550FY Build/MMB29K),1
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-J210F Build/MMB29Q),1
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-J700H Build/MMB29K),1
Dalvik/2.1.0 (Linux; U; Android 7.0; HUAWEI VNS-L21 Build/HUAWEIVNS-L21),1
Dalvik/2.1.0 (Linux; U; Android 7.0; SM-G920F Build/NRD90M),1
Dalvik/2.1.0 (Linux; U; Android 7.0; SM-N920V Build/NRD90M),1
Dalvik/2.1.0 (Linux; U; Android 7.0; SM-T813 Build/NRD90M),1
Dalvik/2.1.0 (Linux; U; Android 7.0; TECNO W3 Pro Build/NRD90M),1
Dalvik/2.1.0 (Linux; U; Android 7.1.1; CPH1725 Build/N6F26Q),1
Dalvik/2.1.0 (Linux; U; Android 7.1.1; Moto E (4) Plus Build/NMA26.42-169),1
Dalvik/2.1.0 (Linux; U; Android 7.1.2; Redmi 4 MIUI/9.6.27),1
Dalvik/2.1.0 (Linux; U; Android 7.1.2; Redmi 4 MIUI/V11.0.2.0.NAMMIXM),1
Dalvik/2.1.0 (Linux; U; Android 7.1.2; Redmi 4A MIUI/V10.2.3.0.NCCMIXM),1
Dalvik/2.1.0 (Linux; U; Android 7.1.2; Redmi 4X MIUI/V11.0.2.0.NAMMIXM),1
Dalvik/2.1.0 (Linux; U; Android 7.1.2; Redmi 5A MIUI/V9.5.10.0.NCKMIFA),1
Dalvik/2.1.0 (Linux; U; Android 7.1.2; Redmi Y1 Lite MIUI/V9.6.2.0.NDFMIFD),1
Dalvik/2.1.0 (Linux; U; Android 7.1.2; Redmi Y1 MIUI/V11.0.2.0.NDKMIXM),1
Dalvik/2.1.0 (Linux; U; Android 8.0.0; ASUS_Z016D Build/OPR1.170623.032),1
Dalvik/2.1.0 (Linux; U; Android 8.0.0; Lenovo K8 Plus Build/OMC27.70-56),1
Dalvik/2.1.0 (Linux; U; Android 8.0.0; PRA-TL10 Build/HONORPRA-TL10),1
Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-A520F Build/R16NW),1
Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-G570F Build/R16NW),1
Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-G935F Build/R16NW),1
Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-J810G Build/R16NW),1
Dalvik/2.1.0 (Linux; U; Android 8.1.0; CPH1803 Build/OPM1.171019.026),1
Dalvik/2.1.0 (Linux; U; Android 8.1.0; DUB-LX1 Build/HUAWEIDUB-LX1),1
Dalvik/2.1.0 (Linux; U; Android 8.1.0; Infinix X650 Build/O11019),1
Dalvik/2.1.0 (Linux; U; Android 8.1.0; iris90 Build/O11019),1
Dalvik/2.1.0 (Linux; U; Android 8.1.0; itel A14 Build/OPM2.171019.012),1
Dalvik/2.1.0 (Linux; U; Android 8.1.0; POCO F1 MIUI/V10.0.6.0.OEJMIFH),1
Dalvik/2.1.0 (Linux; U; Android 8.1.0; Redmi 5 MIUI/V11.0.2.0.ODAMIXM),1
Dalvik/2.1.0 (Linux; U; Android 8.1.0; Redmi 5A MIUI/V11.0.2.0.OCKMIXM),1
Dalvik/2.1.0 (Linux; U; Android 8.1.0; Redmi 6A MIUI/V10.3.8.0.OCBMIXM),1
Dalvik/2.1.0 (Linux; U; Android 8.1.0; Redmi Note 5 MIUI/V11.0.2.0.OEGMIXM),1
Dalvik/2.1.0 (Linux; U; Android 8.1.0; SM-G615F Build/M1AJQ),1
Dalvik/2.1.0 (Linux; U; Android 8.1.0; SM-M205F Build/M1AJQ),1
Dalvik/2.1.0 (Linux; U; Android 8.1.0; TECNO BB2 Build/O11019),1
Dalvik/2.1.0 (Linux; U; Android 8.1.0; TECNO KA7 Build/O11019),1
Dalvik/2.1.0 (Linux; U; Android 8.1.0; TECNO KA7O Build/O11019),1
Dalvik/2.1.0 (Linux; U; Android 8.1.0; TECNO KB7 Build/O11019),1
Dalvik/2.1.0 (Linux; U; Android 8.1.0; vivo 1716 Build/OPM1.171019.026),1
Dalvik/2.1.0 (Linux; U; Android 8.1.0; vivo 1801 Build/OPM1.171019.011),1
Dalvik/2.1.0 (Linux; U; Android 8.1.0; vivo 1803 Build/O11019),1
Dalvik/2.1.0 (Linux; U; Android 8.1.0; vivo 1812 Build/O11019),1
Dalvik/2.1.0 (Linux; U; Android 8.1.0; vivo 1814 Build/O11019),1
Dalvik/2.1.0 (Linux; U; Android 8.1.0; vivo 1820 Build/O11019),1
Dalvik/2.1.0 (Linux; U; Android 8.1.0; vivo 1908 Build/O11019),1
Dalvik/2.1.0 (Linux; U; Android 9; 9029W Build/PPR1.180610.011),1
Dalvik/2.1.0 (Linux; U; Android 9; BND-AL10 Build/HONORBND-AL10),1
Dalvik/2.1.0 (Linux; U; Android 9; CPH1923 Build/PPR1.180610.011),1
Dalvik/2.1.0 (Linux; U; Android 9; Infinix X653C Build/PPR1.180610.011),1
Dalvik/2.1.0 (Linux; U; Android 9; itel L6002P Build/PPR1.180610.011),1
Dalvik/2.1.0 (Linux; U; Android 9; JSN-L21 Build/HONORJSN-L21),1
Dalvik/2.1.0 (Linux; U; Android 9; LM-X210LMW Build/PPR1.180610.011),1
Dalvik/2.1.0 (Linux; U; Android 9; Note_7P Build/PPR1.180610.011),1
Dalvik/2.1.0 (Linux; U; Android 9; Redmi 6 Pro MIUI/V11.0.7.0.PDMMIXM),1
Dalvik/2.1.0 (Linux; U; Android 9; Redmi 6A MIUI/V11.0.9.0.PCBMIXM),1
Dalvik/2.1.0 (Linux; U; Android 9; Redmi Note 5 MIUI/V11.0.2.0.PEICNXM),1
Dalvik/2.1.0 (Linux; U; Android 9; Redmi Note 6 Pro MIUI/V11.0.2.0.PEKMIXM),1
Dalvik/2.1.0 (Linux; U; Android 9; Redmi Note 7S MIUI/V11.0.6.0.PFGINXM),1
Dalvik/2.1.0 (Linux; U; Android 9; Redmi Note 7S MIUI/V11.0.9.0.PFGINXM),1
Dalvik/2.1.0 (Linux; U; Android 9; Redmi Note 8 MIUI/V11.0.12.0.PCOMIXM),1
Dalvik/2.1.0 (Linux; U; Android 9; Redmi Y3 MIUI/V10.3.6.0.PFFINXM),1
Dalvik/2.1.0 (Linux; U; Android 9; Redmi Y3 MIUI/V11.0.12.0.PFFINXM),1
Dalvik/2.1.0 (Linux; U; Android 9; RMX1811 Build/PKQ1.190319.001),1
Dalvik/2.1.0 (Linux; U; Android 9; SM-A207F Build/PPR1.180610.011),1
Dalvik/2.1.0 (Linux; U; Android 9; SM-A505F Build/PPR1.180610.011),1
Dalvik/2.1.0 (Linux; U; Android 9; SM-G950U Build/PPR1.180610.011),1
Dalvik/2.1.0 (Linux; U; Android 9; SM-G950U1 Build/PPR1.180610.011),1
Dalvik/2.1.0 (Linux; U; Android 9; SM-G955U1 Build/PPR1.180610.011),1
Dalvik/2.1.0 (Linux; U; Android 9; SM-J400F Build/PPR1.180610.011),1
Dalvik/2.1.0 (Linux; U; Android 9; SM-J610F Build/PPR1.180610.011),1
Dalvik/2.1.0 (Linux; U; Android 9; SM-J730F Build/PPR1.180610.011),1
Dalvik/2.1.0 (Linux; U; Android 9; SM-N9500 Build/PPR1.180610.011),1
Dalvik/2.1.0 (Linux; U; Android 9; SM-N950F Build/PPR1.180610.011),1
Dalvik/2.1.0 (Linux; U; Android 9; SM-N975U Build/PPR1.180610.011),1
Dalvik/2.1.0 (Linux; U; Android 9; SM-N976N Build/PPR1.180610.011),1
Dalvik/2.1.0 (Linux; U; Android 9; SM-T290 Build/PPR1.180610.011),1
Dalvik/2.1.0 (Linux; U; Android 9; TECNO KB3 Build/PPR1.180610.011),1
Dalvik/2.1.0 (Linux; U; Android 9; TECNO KC1 Build/PPR1.180610.011),1
Dalvik/2.1.0 (Linux; U; Android 9; TECNO KC2 Build/PPR1.180610.011),1
Dalvik/2.1.0 (Linux; U; Android 9; vivo 1727 Build/PKQ1.190118.001),1
Dalvik/2.1.0 (Linux; U; Android 9; vivo 1902 Build/PPR1.180610.011),1
ddg_android/5.91.0 (com.duckduckgo.mobile.android; Android API 24),1
ddg_android/5.94.3 (com.duckduckgo.mobile.android; Android API 28),1
Download Master,1
edX/2.26.2 CFNetwork/1312 Darwin/21.0.0,1
facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),1
FeedFetcher-Google; (+http://www.google.com/feedfetcher.html),1
git/2.25.1,1
git/2.29.2.windows.2 (Windows 10 Home 10.0.19042; win32 x64) vscode/1.58.1 (Visual Studio Code),1
Google-Calendar-Importer,1
GoogleKeep,1
IABot/2.0 (+https://meta.wikimedia.org/wiki/InternetArchiveBot/FAQ_for_sysadmins) (Checking if link from Wikipedia is broken and needs removal),1
iTunes/12.11.4 (Windows; Microsoft Windows 10 x64 (Build 19043); x64) AppleWebKit/7611.3010.1003.3,1
iTunes/12.7.5 (Macintosh; OS X 10.13.5) AppleWebKit/605.2.8,1
iTunes/12.8.2 (Macintosh; OS X 10.11.6) AppleWebKit/601.7.8,1
iTunes/12.8.2 (Macintosh; OS X 10.13.6) AppleWebKit/605.3.8,1
iTunes/12.8.3 (Macintosh; OS X 10.13.6) AppleWebKit/605.3.8,1
KMPlayer,1
Lavf/57.72.101,1
LCC (+http://corpora.uni-leipzig.de/crawler_faq.html),1
"Liferea/1.13.3 (Linux; https://lzone.de/liferea/) AppleWebKit (KHTML, like Gecko)",1
LinkedIn/9.20.352 CFNetwork/1240.0.4 Darwin/20.6.0,1
Mac+OS+X/10.13.6 (17G14033) CalendarAgent/399.5.1,1
Maxthon%20Browser/180821 CFNetwork/1240.0.4 Darwin/20.5.0,1
Microsoft Office Excel 2013,1
Microsoft Office Word 2014 (16.0.11929) Windows NT 10.0,1
Microsoft Office Word 2014 (16.0.13801) Windows NT 10.0,1
Microsoft Windows Network Diagnostics,1
MindManager,1
MobileSafari/604.1 CFNetwork/1206 Darwin/20.1.0,1
MobileSafari/604.1 CFNetwork/1209 Darwin/20.2.0,1
MobileSafari/8612.1.24.0.5 CFNetwork/1306 Darwin/21.0.0,1
MobileSafari/8612.1.27.0.30 CFNetwork/1312 Darwin/21.0.0,1
MozacFetch/54.0.6,1
MozacFetch/57.0.7,1
MozacFetch/57.0.8,1
Mozilla/4.0 (compatible; Totalcmd; Windows 7),1
Mozilla/5.0,1
Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,1
Mozilla/5.0 (Android 10; Mobile; rv:85.0) Gecko/85.0 Firefox/85.0,1
Mozilla/5.0 (Android 10; Mobile; rv:86.0) Gecko/86.0 Firefox/86.0,1
Mozilla/5.0 (Android 10; Mobile; rv:88.0) Gecko/88.0 Firefox/88.0,1
Mozilla/5.0 (Android 11; Mobile; rv:80.0) Gecko/80.0 Firefox/80.0,1
Mozilla/5.0 (Android 11; Mobile; rv:83.0) Gecko/83.0 Firefox/83.0,1
Mozilla/5.0 (Android 11; Mobile; rv:93.0) Gecko/93.0 Firefox/93.0,1
Mozilla/5.0 (Android 5.1.1; Mobile; rv:83.0) Gecko/83.0 Firefox/83.0,1
Mozilla/5.0 (Android 6.0; Mobile; rv:91.0) Gecko/91.0 Firefox/91.0,1
Mozilla/5.0 (Android 6.0; Tablet; rv:60.0) Gecko/60.0 Firefox/60.0,1
Mozilla/5.0 (Android 6.0.1; Mobile; rv:51.0) Gecko/51.0 Firefox/51.0,1
Mozilla/5.0 (Android 6.0.1; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,1
Mozilla/5.0 (Android 6.0.1; Mobile; rv:86.0) Gecko/86.0 Firefox/86.0,1
Mozilla/5.0 (Android 7.1.1; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,1
Mozilla/5.0 (Android 7.1.1; Mobile; rv:68.3.0) Gecko/68.3.0 Firefox/68.3.0,1
Mozilla/5.0 (Android 7.1.1; Mobile; rv:89.0) Gecko/89.0 Firefox/89.0,1
Mozilla/5.0 (Android 8.0.0; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,1
Mozilla/5.0 (Android 8.1.0; Mobile; rv:67.0) Gecko/67.0 Firefox/67.0,1
Mozilla/5.0 (Android 9; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,1
Mozilla/5.0 (Android 9; Mobile; rv:86.0) Gecko/86.0 Firefox/86.0,1
Mozilla/5.0 (Android 9; Mobile; rv:89.0) Gecko/89.0 Firefox/89.0,1
Mozilla/5.0 (compatible; +centuryb.o.t9[at]gmail.com),1
Mozilla/5.0 (compatible; Crawlson/1.0; +https://www.crawlson.com/search?q=site:nanohub.org),1
Mozilla/5.0 (compatible; Dubbotbot/0.2; +http://dubbot.com),1
Mozilla/5.0 (compatible; GoogleDocs; apps-presentations; +http://docs.google.com),1
Mozilla/5.0 (compatible; GoogleDocs; apps-spreadsheets; +http://docs.google.com),1
Mozilla/5.0 (compatible; IJKBot/1.0; +http://i-j-k.xyz/bot.html; bot@i-j-k.xyz),1
Mozilla/5.0 (compatible; Konqueror/2.2.2; Linux 2.4.14-xfs; X11; i686),1
Mozilla/5.0 (compatible; LinkChecker/10.0.1; +https://linkchecker.github.io/linkchecker/),1
Mozilla/5.0 (compatible; SabsimBot/3.0; +https://sabsim.com),1
Mozilla/5.0 (compatible; SSock/1.0; https://www.askapache.com),1
Mozilla/5.0 (compatible; TrendsmapResolver/0.1),1
Mozilla/5.0 (compatible; Wappalyzer),1
Mozilla/5.0 (compatible;netTrekker-Link-Checker-AAMS/1.0),1
"Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Mobile/14D27 Version/10.0 Safari/602.4.6 (AirWatch Browser v6.1)",1
"Mozilla/5.0 (iPad; CPU OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1",1
"Mozilla/5.0 (iPad; CPU OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F8089 Safari/602.1",1
"Mozilla/5.0 (iPad; CPU OS 10_3_3 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) CriOS/71.0.3578.89 Mobile/14G60 Safari/602.1",1
"Mozilla/5.0 (iPad; CPU OS 10_3_3 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) GSA/68.0.234683655 Mobile/14G60 Safari/602.1",1
"Mozilla/5.0 (iPad; CPU OS 10_3_4 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.0 Mobile/14G61 Safari/602.1",1
"Mozilla/5.0 (iPad; CPU OS 11_0 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) Version/11.0 Mobile/15A5341f Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 11_1_2 like Mac OS X) AppleWebKit/604.3.5 (KHTML, like Gecko) Version/11.0 Mobile/15B202 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 11_2_6 like Mac OS X) AppleWebKit/604.5.6 (KHTML, like Gecko) Version/11.0 Mobile/15D100 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 12_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 12_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 12_4_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 12_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/155.0.367387567 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 12_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/160.0.373863126 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 12_5_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 EdgiOS/46.3.26 Mobile/15E148 Safari/605.1.15",1
"Mozilla/5.0 (iPad; CPU OS 13_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/86.0.4240.93 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 13_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/92.0.4515.90 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/92.0.4515.90 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 13_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/92.0.4515.90 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 13_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/162.0.375868988 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 13_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/92.0.4515.90 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/92.0.4515.90 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/92.0.4515.90 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/174.1.391956124 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 14_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/91.0.4472.80 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 14_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/92.0.4515.90 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 14_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/167.0.382489606 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 14_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.1 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 14_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/87.0.4280.77 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 14_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/92.0.4515.90 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 14_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/174.1.391956124 Mobile/18C66 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/75.0.3770.85 Mobile/15E148 Safari/605.1",1
"Mozilla/5.0 (iPad; CPU OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/81.0.4044.124 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/86.0.4240.93 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/87.0.4280.163 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/87.0.4280.77 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/161.1.375499464 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/170.0.386351093 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/174.1.391956124 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 14_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/87.0.4280.163 Mobile/15E148 Safari/604.1",1
"Mozilla/5.0 (iPad; CPU OS 14_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/165.0.379198085 Mobile/15E148 Safari/604.1",1
